Game Title,Platform,Year,Genre,Publisher,Developer,Release Date,User Rating,Global Sales in Millions,North America Sales,Europe Sales,Japan Sales,Other Sales,Total Revenue,Physical vs Digital Sales %,Peak Concurrent Players,Subscription Revenue,Average Playtime Hours,Player Retention %,Year Over Year Growth %,Best Selling Genre By Year,Sales Growth
The Witcher 3: Wild Hunt,Switch,2020,Shooter,Electronic Arts,Rockstar Games,4/10/2010,8.93,743.28,4.25,4.86,0.59,6.68,37163.91,40.50,298068,8.22,18.40,76.69,8.44,Strategy,159.66
Super Mario Odyssey,Xbox 360,2020,Puzzle,Electronic Arts,Valve,9/27/2011,7.03,598.92,6.67,6.68,1.02,6.81,29946.17,56.87,494045,4.58,96.81,84.99,9.04,Strategy,-19.42
Call of Duty: Modern Warfare 2,Wii,2018,Adventure,Microsoft,Naughty Dog,6/6/2025,2.43,529.33,10.38,0.76,4.48,6.40,26466.62,44.53,108827,8.48,52.55,80.70,5.75,Strategy,-11.62
The Legend of Zelda: Breath of the Wild,PC,2016,Puzzle,Bethesda,Valve,3/31/2023,9.90,304.13,19.96,8.70,1.22,2.99,15206.46,40.59,498893,5.42,30.02,79.19,7.52,Sports,-42.54
Minecraft,NES,2017,Racing,Ubisoft,EA Sports,11/9/2023,2.16,93.55,18.33,1.03,4.44,8.84,4677.60,41.38,608796,2.22,47.77,82.07,8.00,RPG,-69.24
Minecraft,Switch,2021,Sports,Microsoft,Ubisoft,2/24/2015,8.76,1107.48,19.55,1.43,3.12,9.92,55373.76,49.07,548257,8.45,72.58,75.96,6.32,Action,1083.81
The Legend of Zelda: Breath of the Wild,SNES,2016,Adventure,Square Enix,Bungie,10/24/2019,3.11,282.76,3.83,5.50,0.14,5.78,14138.15,48.18,306647,0.17,96.44,80.84,14.18,Puzzle,-74.47
Animal Crossing: New Horizons,Xbox 360,2019,Puzzle,Microsoft,Rockstar Games,3/26/2019,8.93,643.44,4.79,6.44,0.80,6.75,32172.08,48.51,141605,9.14,63.11,80.11,10.06,Adventure,127.55
Grand Theft Auto V,PS3,2024,Action,Microsoft,Rockstar Games,2/10/2022,7.24,785.87,5.56,0.29,3.37,6.22,39293.56,45.19,699661,9.56,74.51,86.33,7.04,Platform,22.14
Call of Duty: Modern Warfare 2,SNES,2018,Shooter,Square Enix,Rockstar Games,1/11/2019,2.49,373.52,2.93,1.91,1.17,0.43,18675.89,50.48,154812,2.60,84.20,83.78,14.15,Racing,-52.47
The Witcher 3: Wild Hunt,PS3,2020,Racing,Activision,Rockstar Games,11/16/2011,7.62,257.65,11.75,4.75,1.56,7.74,12882.34,59.24,590705,6.49,58.53,88.20,12.37,Puzzle,-31.02
Super Mario Odyssey,SNES,2012,Strategy,Microsoft,Rockstar Games,8/21/2015,3.86,80.36,17.19,9.05,1.79,1.88,4018.15,45.13,546776,6.04,25.65,86.36,7.49,Puzzle,-68.81
The Legend of Zelda: Breath of the Wild,Xbox One,2015,Platform,Ubisoft,Ubisoft,3/23/2017,1.86,151.71,18.37,2.44,0.84,9.74,7585.57,51.16,434973,0.87,8.57,73.48,8.15,Racing,88.78
Fortnite,Xbox One,2010,Racing,Microsoft,Ubisoft,5/14/2011,9.70,26.64,3.47,4.41,0.93,3.72,1332.03,43.34,597570,6.37,17.26,84.62,10.14,Action,-82.44
Animal Crossing: New Horizons,Wii,2015,Sports,Nintendo,EA Sports,6/12/2020,9.35,261.19,16.49,3.74,1.41,8.13,13059.70,52.04,477362,9.73,15.07,84.03,10.75,Platform,880.43
Animal Crossing: New Horizons,SNES,2011,Action,Ubisoft,Valve,6/12/2014,1.64,39.10,9.91,6.42,2.88,3.52,1955.08,51.82,951140,4.52,89.06,89.86,10.52,Sports,-85.03
The Legend of Zelda: Breath of the Wild,PS3,2015,Sports,Nintendo,Rockstar Games,3/26/2019,8.49,89.80,10.80,0.65,0.54,6.03,4489.78,55.40,582155,8.81,84.97,84.60,12.15,Adventure,129.65
The Witcher 3: Wild Hunt,Switch,2010,Action,Square Enix,Treyarch,6/7/2017,2.83,22.34,9.43,3.81,1.68,3.49,1116.86,51.79,656164,0.59,90.85,80.53,11.06,Shooter,-75.12
The Legend of Zelda: Breath of the Wild,Switch,2019,Sports,Bethesda,Nintendo,12/26/2025,5.52,568.54,17.26,4.82,3.90,1.78,28426.93,46.03,699774,3.44,60.11,76.27,11.10,Shooter,2445.25
Grand Theft Auto V,PC,2015,Shooter,Microsoft,Rockstar Games,1/30/2019,6.37,245.11,18.41,2.96,2.92,8.27,12255.35,55.24,241048,3.61,18.58,73.44,14.03,Action,-56.89
Fortnite,PC,2015,Shooter,Activision,Treyarch,5/19/2023,4.36,91.00,19.35,0.78,0.86,9.41,4550.10,52.44,500888,0.67,30.80,68.84,8.11,Strategy,-62.87
Super Mario Odyssey,Xbox 360,2017,RPG,Bethesda,Nintendo,8/21/2011,8.04,62.77,17.25,1.99,4.41,4.00,3138.53,51.00,768701,2.68,46.96,81.81,11.32,Platform,-31.02
Super Mario Odyssey,NES,2023,Action,Electronic Arts,Valve,4/9/2022,3.26,1432.61,8.91,9.88,3.15,1.56,71630.70,53.60,999146,7.54,77.66,60.58,9.50,Puzzle,2182.30
Call of Duty: Modern Warfare 2,Wii,2022,Puzzle,Sony,Bungie,3/30/2013,7.94,1339.72,16.47,6.87,4.68,1.04,66985.84,47.97,966667,8.85,41.55,89.31,12.45,Strategy,-6.48
Minecraft,Xbox 360,2019,Shooter,Microsoft,Bungie,5/22/2014,4.79,454.89,6.86,6.88,4.14,7.11,22744.29,42.09,845759,6.44,99.78,85.34,5.24,Shooter,-66.05
Minecraft,GameCube,2013,Action,Activision,Rockstar Games,12/29/2015,3.22,22.45,18.06,2.47,0.00,9.30,1122.40,42.16,913397,5.60,40.65,69.50,14.24,Shooter,-95.07
Fortnite,PS3,2010,Action,Square Enix,Naughty Dog,7/21/2013,1.79,44.49,0.05,5.66,2.08,5.59,2224.60,43.72,107969,1.16,52.66,74.12,11.49,Shooter,98.20
Call of Duty: Modern Warfare 2,GameCube,2017,Puzzle,Activision,EA Sports,4/8/2024,6.96,339.05,19.79,7.46,3.65,3.34,16952.51,55.54,294824,1.20,79.16,61.03,5.26,Platform,662.05
The Witcher 3: Wild Hunt,Switch,2015,Puzzle,Square Enix,EA Sports,3/23/2016,1.65,30.19,19.80,9.32,4.05,7.66,1509.54,40.21,868448,7.40,32.21,71.25,5.54,Action,-91.10
Call of Duty: Modern Warfare 2,Wii,2014,Shooter,Activision,Rockstar Games,6/4/2013,7.02,118.61,17.68,7.85,1.98,6.14,5930.42,56.29,877995,3.59,59.89,62.54,13.15,Shooter,292.86
Animal Crossing: New Horizons,Wii,2019,RPG,Electronic Arts,Bungie,8/21/2024,3.84,1076.05,5.03,6.18,3.09,7.63,53802.66,45.77,109342,9.18,71.23,80.06,8.60,Strategy,807.23
Fortnite,Xbox One,2010,Adventure,Nintendo,Bungie,3/18/2011,5.23,18.19,14.08,9.02,1.21,3.39,909.41,44.44,686585,1.48,46.76,60.54,8.73,RPG,-98.31
Call of Duty: Modern Warfare 2,Xbox 360,2023,RPG,Ubisoft,Ubisoft,5/5/2023,2.03,803.92,7.81,4.51,2.62,1.85,40196.13,44.82,669979,3.08,73.92,60.27,14.54,RPG,4320.01
Call of Duty: Modern Warfare 2,Xbox 360,2018,Platform,Electronic Arts,Nintendo,7/24/2014,3.58,88.35,9.02,7.22,4.52,6.37,4417.42,58.11,111866,1.89,66.43,62.92,13.57,Strategy,-89.01
Animal Crossing: New Horizons,PS4,2014,Sports,Nintendo,Nintendo,3/16/2016,9.13,50.86,11.27,4.62,0.95,6.46,2543.14,55.92,204882,8.54,50.75,77.66,5.07,Adventure,-42.43
Minecraft,Wii,2018,Racing,Bethesda,Rockstar Games,8/16/2016,2.68,321.54,2.98,3.32,0.27,4.82,16076.86,58.56,588147,3.87,62.89,68.86,11.85,Adventure,532.17
Minecraft,Wii,2018,Racing,Square Enix,Valve,1/18/2011,2.78,691.00,14.27,2.37,4.22,7.53,34550.07,48.42,322578,4.52,12.62,75.17,14.13,Strategy,114.91
Minecraft,PC,2020,Sports,Sony,Ubisoft,9/22/2025,1.30,1037.56,6.04,1.77,3.50,2.27,51877.93,40.78,667935,1.10,7.24,82.61,14.53,Adventure,50.15
Super Mario Odyssey,GameCube,2017,Platform,Bethesda,Bungie,11/28/2013,8.03,400.17,0.88,3.73,1.30,3.52,20008.26,55.93,471358,5.77,41.55,82.67,14.20,Strategy,-61.43
Call of Duty: Modern Warfare 2,SNES,2025,Platform,Bethesda,Bungie,11/2/2016,6.80,3290.25,17.07,1.04,3.29,6.61,164512.56,41.95,853741,3.15,83.28,68.69,9.36,Adventure,722.22
The Legend of Zelda: Breath of the Wild,Xbox One,2023,Shooter,Activision,Rockstar Games,12/16/2017,1.27,2278.52,7.61,3.72,3.86,0.45,113926.16,41.32,741166,2.79,95.04,65.23,12.94,RPG,-30.75
Fortnite,SNES,2020,Puzzle,Nintendo,Ubisoft,9/8/2023,1.39,1511.89,10.20,9.04,0.90,7.68,75594.30,50.59,168275,8.28,34.63,64.40,10.11,Sports,-33.65
The Witcher 3: Wild Hunt,PS4,2012,Adventure,Nintendo,Nintendo,2/16/2011,2.51,44.21,4.81,7.68,2.24,2.31,2210.36,47.85,464486,3.42,40.47,73.54,9.03,Puzzle,-97.08
The Witcher 3: Wild Hunt,Wii,2014,Platform,Square Enix,Naughty Dog,7/10/2025,7.51,33.46,11.22,5.93,1.43,0.34,1673.22,47.30,858189,5.61,40.72,82.16,9.25,Sports,-24.30
Minecraft,PS3,2023,Strategy,Ubisoft,Valve,3/28/2013,9.70,3453.77,12.67,7.18,3.11,6.74,172688.58,54.22,726047,9.83,67.29,86.13,12.28,Adventure,10220.72
FIFA 22,PC,2019,Platform,Ubisoft,Bungie,6/4/2014,6.56,648.82,15.45,4.76,0.89,3.55,32441.09,51.66,536103,7.36,55.27,79.73,9.47,Adventure,-81.21
The Legend of Zelda: Breath of the Wild,Xbox One,2016,Racing,Sony,Rockstar Games,7/10/2014,5.19,10.35,5.46,7.97,4.43,0.24,517.50,43.58,995384,2.26,62.94,61.70,11.37,Sports,-98.40
Super Mario Odyssey,Switch,2023,Platform,Square Enix,Rockstar Games,4/3/2023,4.55,1170.22,11.02,7.18,4.65,8.31,58511.14,50.98,443400,7.62,95.91,82.11,9.00,Racing,11206.44
Animal Crossing: New Horizons,Switch,2018,Strategy,Electronic Arts,Treyarch,6/19/2016,3.82,540.54,14.61,6.54,1.52,7.23,27027.22,57.45,745211,7.25,26.31,60.05,14.47,Puzzle,-53.81
Super Mario Odyssey,PC,2016,Racing,Square Enix,Valve,2/25/2020,5.17,168.16,6.84,4.05,4.91,0.55,8408.21,43.07,303113,1.99,81.46,61.37,10.12,Racing,-68.89
Fortnite,PC,2010,Platform,Ubisoft,Nintendo,10/22/2010,4.61,20.14,18.12,2.48,3.08,3.64,1007.03,52.31,984582,6.30,67.42,62.14,7.69,Shooter,-88.02
Super Mario Odyssey,Wii,2018,RPG,Electronic Arts,Ubisoft,7/22/2014,7.62,461.32,15.77,5.24,0.01,9.84,23066.05,59.74,173662,9.04,13.29,62.59,12.76,Shooter,2190.51
The Legend of Zelda: Breath of the Wild,NES,2017,Shooter,Electronic Arts,Valve,10/30/2014,9.35,221.13,9.67,0.93,1.00,2.48,11056.47,46.30,428529,7.59,65.03,68.06,11.64,Action,-52.07
Call of Duty: Modern Warfare 2,NES,2025,Racing,Sony,Naughty Dog,1/19/2021,4.09,2251.58,14.76,9.12,3.27,7.67,112579.06,47.08,719358,3.72,88.85,74.91,11.62,Sports,918.22
Animal Crossing: New Horizons,GameCube,2012,Sports,Nintendo,Nintendo,11/17/2014,8.46,86.22,12.15,7.93,1.41,0.81,4310.76,45.16,701677,0.91,36.67,75.27,9.43,Sports,-96.17
Fortnite,PS4,2013,Shooter,Square Enix,Bungie,8/28/2019,1.60,93.11,4.08,0.80,0.05,2.33,4655.44,59.30,139451,6.50,63.84,78.15,9.40,Action,8.00
Minecraft,PS4,2016,Action,Square Enix,Ubisoft,2/7/2010,5.44,67.17,16.62,5.41,2.26,0.11,3358.39,59.40,669030,6.87,64.09,69.68,6.98,Strategy,-27.86
FIFA 22,SNES,2020,RPG,Ubisoft,EA Sports,2/28/2019,3.92,252.76,12.52,9.02,1.12,0.46,12637.93,59.90,649688,3.79,76.35,63.22,5.47,Action,276.31
Animal Crossing: New Horizons,Xbox 360,2024,Sports,Ubisoft,Valve,10/16/2015,7.17,634.09,5.18,1.41,3.92,7.44,31704.48,40.74,869847,7.01,30.45,63.76,13.86,Adventure,150.87
Grand Theft Auto V,PS4,2013,Sports,Sony,Rockstar Games,8/3/2023,7.69,27.79,18.00,1.57,1.54,3.22,1389.70,49.00,721766,5.30,46.54,74.24,13.53,Strategy,-95.62
FIFA 22,GameCube,2023,Platform,Square Enix,EA Sports,2/7/2024,5.77,760.74,8.63,2.29,0.36,9.22,38036.80,58.51,267296,1.87,33.71,62.85,8.94,Sports,2637.06
FIFA 22,PS4,2024,Strategy,Nintendo,Valve,9/29/2019,8.92,4482.17,6.96,3.81,0.58,0.85,224108.58,43.73,105822,7.50,71.24,61.64,7.36,Sports,489.19
Super Mario Odyssey,Wii,2019,Adventure,Nintendo,EA Sports,6/28/2019,6.72,819.48,17.68,9.01,3.25,2.11,40973.89,48.31,126165,5.06,7.57,84.08,11.46,Strategy,-81.72
Red Dead Redemption 2,PC,2010,Platform,Square Enix,Nintendo,12/10/2019,8.02,2.33,13.40,5.70,1.70,7.27,116.57,50.67,784550,6.09,39.03,69.67,12.92,Adventure,-99.72
Minecraft,Xbox One,2014,Adventure,Ubisoft,Naughty Dog,10/7/2013,9.57,108.01,15.99,3.96,4.63,0.22,5400.67,52.26,797977,6.69,20.40,67.36,6.44,Sports,4533.06
Red Dead Redemption 2,PC,2012,Action,Activision,Rockstar Games,6/28/2019,7.45,27.41,3.83,6.04,1.12,9.37,1370.25,51.19,310798,5.01,78.04,85.68,7.43,RPG,-74.63
Call of Duty: Modern Warfare 2,NES,2016,Platform,Ubisoft,Valve,3/25/2014,8.62,308.44,16.64,6.05,0.21,3.94,15421.76,53.25,861953,3.00,50.33,65.99,9.96,Strategy,1025.47
Minecraft,Xbox One,2013,RPG,Ubisoft,Valve,7/20/2024,6.96,14.91,6.46,1.36,4.83,2.48,745.38,57.53,622411,7.49,96.90,88.01,6.06,Adventure,-95.17
Red Dead Redemption 2,PS3,2024,Action,Square Enix,Bungie,12/9/2012,5.74,2145.23,9.16,1.44,1.03,3.60,107261.36,55.51,754183,3.28,35.15,86.38,9.26,Action,14290.07
Call of Duty: Modern Warfare 2,SNES,2013,Puzzle,Ubisoft,Nintendo,6/18/2021,2.78,21.63,14.21,6.69,4.80,8.99,1081.28,57.82,797583,9.87,54.00,79.64,9.05,RPG,-98.99
Minecraft,Xbox One,2010,Sports,Nintendo,Naughty Dog,5/2/2015,9.12,16.56,1.82,2.32,1.01,6.36,827.83,42.25,565585,2.80,5.24,62.31,11.31,Shooter,-23.44
Fortnite,Wii,2021,Puzzle,Activision,Nintendo,11/12/2021,6.59,193.94,2.34,5.03,4.99,6.68,9696.83,56.90,746890,2.95,75.41,67.42,11.62,Puzzle,1071.36
Call of Duty: Modern Warfare 2,GameCube,2022,Sports,Sony,Ubisoft,9/16/2022,2.74,358.53,18.89,9.50,4.02,8.23,17926.73,59.79,622243,4.32,37.68,73.88,14.66,Adventure,84.87
Red Dead Redemption 2,SNES,2017,Shooter,Microsoft,EA Sports,7/21/2023,7.74,92.76,15.56,4.29,4.57,6.84,4637.96,55.92,328703,0.31,60.19,64.45,6.74,Platform,-74.13
Super Mario Odyssey,Wii,2020,Action,Activision,Rockstar Games,7/17/2010,4.46,735.98,9.12,8.79,1.79,8.88,36799.10,41.08,377702,6.62,8.80,77.10,5.84,Racing,693.43
Grand Theft Auto V,PS3,2022,Sports,Microsoft,Bungie,3/18/2010,1.24,643.69,8.25,7.80,0.18,5.62,32184.60,42.79,756125,4.86,62.92,87.58,10.48,Racing,-12.54
Grand Theft Auto V,Switch,2017,Shooter,Sony,Bungie,9/2/2010,1.84,472.61,15.16,1.38,4.83,7.67,23630.70,41.98,183036,9.97,76.75,84.71,8.17,Puzzle,-26.58
Minecraft,Xbox 360,2025,Strategy,Sony,Bungie,9/3/2023,2.20,6095.25,15.20,6.09,2.19,3.16,304762.67,49.36,673562,4.69,31.62,76.90,5.64,Adventure,1189.69
Minecraft,Wii,2011,RPG,Bethesda,Naughty Dog,5/10/2025,3.60,37.85,18.89,0.92,2.84,2.94,1892.55,48.22,879206,7.02,58.60,86.14,6.69,RPG,-99.38
The Witcher 3: Wild Hunt,NES,2011,Puzzle,Bethesda,Nintendo,5/29/2010,1.57,60.05,4.44,8.06,0.75,4.86,3002.53,48.34,908213,5.19,45.10,85.44,8.27,Racing,58.65
Red Dead Redemption 2,Switch,2023,Shooter,Ubisoft,Valve,2/3/2024,4.34,3719.84,12.42,1.88,2.15,2.20,185992.01,59.99,447254,3.94,22.30,68.44,6.23,Shooter,6094.50
The Witcher 3: Wild Hunt,PS4,2019,Platform,Electronic Arts,EA Sports,4/6/2022,3.60,36.37,6.92,9.68,2.69,0.33,1818.33,40.57,556412,9.31,20.67,82.37,13.35,Adventure,-99.02
The Legend of Zelda: Breath of the Wild,SNES,2015,Shooter,Nintendo,Rockstar Games,9/18/2012,7.16,100.78,0.31,0.31,2.82,0.54,5038.79,50.72,883133,3.07,67.09,83.42,14.55,Adventure,177.11
The Legend of Zelda: Breath of the Wild,PS3,2016,Puzzle,Sony,Naughty Dog,1/20/2012,4.64,332.46,11.80,1.37,3.30,0.25,16623.15,53.79,320545,8.80,67.53,65.51,13.34,Platform,229.90
Minecraft,NES,2019,Platform,Electronic Arts,Bungie,5/3/2023,2.63,65.18,10.38,4.70,4.47,4.76,3258.99,51.69,295232,2.07,62.31,75.70,9.43,Puzzle,-80.39
The Legend of Zelda: Breath of the Wild,Switch,2018,Action,Bethesda,Treyarch,10/20/2011,1.48,531.79,5.74,0.41,3.00,3.76,26589.52,49.95,515534,5.78,40.35,85.69,14.27,Shooter,715.88
Grand Theft Auto V,Xbox One,2015,RPG,Electronic Arts,Ubisoft,3/3/2018,3.78,239.24,7.62,4.49,2.51,4.60,11961.85,48.18,506408,0.52,41.74,71.71,9.99,Racing,-55.01
Animal Crossing: New Horizons,SNES,2012,Strategy,Ubisoft,EA Sports,3/15/2013,2.92,68.95,2.97,2.07,2.25,1.66,3447.31,44.08,133556,4.20,36.83,78.68,6.32,Sports,-71.18
Fortnite,Wii,2012,Platform,Activision,Naughty Dog,2/27/2017,6.36,83.95,10.89,0.70,4.35,8.29,4197.31,59.23,854705,3.49,15.25,78.29,14.48,RPG,21.76
Fortnite,Xbox 360,2025,Puzzle,Ubisoft,Naughty Dog,3/19/2011,5.07,3117.62,18.86,2.50,4.00,0.63,155881.11,58.00,915147,0.43,50.83,75.76,12.83,RPG,3613.84
Fortnite,SNES,2010,Adventure,Bethesda,Naughty Dog,7/5/2018,9.73,26.07,9.45,6.76,1.32,5.45,1303.55,47.11,590783,2.51,49.45,70.32,5.51,Shooter,-99.16
The Witcher 3: Wild Hunt,NES,2021,Adventure,Bethesda,Rockstar Games,7/13/2012,3.10,675.04,3.60,4.57,2.20,0.71,33751.82,59.20,722265,0.57,67.93,68.93,14.70,Platform,2489.23
Call of Duty: Modern Warfare 2,Switch,2010,Adventure,Nintendo,EA Sports,10/11/2012,7.64,20.76,3.14,6.43,1.25,1.06,1037.92,52.37,802279,5.01,38.08,62.35,11.18,Racing,-96.92
FIFA 22,Xbox One,2021,Action,Square Enix,Valve,11/6/2023,2.33,944.02,19.50,3.83,4.94,7.32,47201.19,57.28,299102,2.13,36.83,63.58,14.24,Puzzle,4447.67
Animal Crossing: New Horizons,GameCube,2014,Sports,Electronic Arts,Rockstar Games,11/25/2014,2.44,104.30,13.58,1.69,4.53,4.33,5214.91,51.31,832129,1.85,47.89,60.74,14.75,Puzzle,-88.95
Super Mario Odyssey,PC,2016,Action,Bethesda,Rockstar Games,7/23/2015,9.88,137.48,17.22,6.49,0.23,2.92,6874.22,49.10,908747,3.93,17.31,85.64,12.22,Shooter,31.82
Fortnite,PC,2025,Platform,Microsoft,Ubisoft,8/18/2015,8.64,3406.20,2.60,9.17,2.55,5.69,170309.83,54.52,931857,1.34,97.19,70.71,10.33,Sports,2377.51
Fortnite,NES,2019,Sports,Square Enix,Valve,12/12/2019,1.23,106.16,15.78,6.57,4.97,5.62,5307.78,42.06,113868,2.82,55.31,77.91,13.53,Sports,-96.88
FIFA 22,SNES,2024,RPG,Ubisoft,Bungie,11/19/2021,4.70,4315.78,10.25,9.99,4.13,9.72,215788.94,41.31,632140,5.86,69.33,87.57,14.73,Shooter,3965.52
The Witcher 3: Wild Hunt,PS4,2013,Adventure,Square Enix,Bungie,4/12/2011,7.27,5.02,3.01,2.29,3.67,0.60,251.09,59.22,968845,7.76,73.43,77.42,10.13,RPG,-99.88
Red Dead Redemption 2,SNES,2020,Platform,Nintendo,Naughty Dog,5/25/2011,2.38,1290.67,5.09,0.15,3.26,1.18,64533.51,58.61,165811,4.67,22.39,67.79,7.62,Strategy,25601.24
Red Dead Redemption 2,Wii,2012,Platform,Electronic Arts,EA Sports,9/6/2016,9.40,56.63,11.67,6.37,3.67,9.73,2831.38,45.04,213333,9.32,59.72,74.01,14.75,Strategy,-95.61
The Legend of Zelda: Breath of the Wild,PS4,2023,Sports,Nintendo,Valve,12/18/2013,6.08,3060.92,19.16,4.33,4.59,1.66,153046.05,41.76,700244,1.82,84.50,74.56,14.01,Sports,5305.35
Call of Duty: Modern Warfare 2,SNES,2015,Racing,Sony,EA Sports,10/4/2014,2.52,33.54,17.35,5.66,2.04,6.52,1676.80,51.14,866768,9.10,91.69,78.96,6.16,Sports,-98.90
The Legend of Zelda: Breath of the Wild,Xbox 360,2024,Racing,Ubisoft,Valve,11/10/2013,9.89,4266.47,15.88,7.61,1.19,5.27,213323.58,45.39,825338,9.57,26.68,87.49,12.30,Adventure,12622.07
Red Dead Redemption 2,PC,2018,Sports,Nintendo,Treyarch,10/11/2012,3.21,510.21,6.23,6.18,0.51,9.13,25510.65,53.83,627423,9.07,74.05,84.76,9.34,Platform,-88.04
Super Mario Odyssey,Wii,2016,Sports,Nintendo,Bungie,6/24/2025,2.42,214.94,10.85,3.41,4.36,4.42,10746.75,54.37,588562,5.95,90.13,82.94,11.64,Racing,-57.87
FIFA 22,GameCube,2016,Sports,Ubisoft,Treyarch,3/22/2014,6.79,72.23,1.60,0.43,3.79,5.23,3611.29,58.57,210628,7.75,78.02,77.15,9.25,Puzzle,-66.40
The Legend of Zelda: Breath of the Wild,Wii,2014,Sports,Microsoft,Valve,5/7/2022,7.23,8.24,7.51,2.06,4.77,6.28,411.94,50.74,228029,8.74,91.09,82.51,12.08,Shooter,-88.59
Fortnite,Xbox One,2020,Action,Microsoft,Ubisoft,1/12/2011,1.95,750.49,12.04,2.60,2.01,1.90,37524.29,40.32,110020,0.29,97.62,69.33,6.74,Shooter,9009.17
Grand Theft Auto V,NES,2021,Strategy,Ubisoft,Bungie,9/29/2022,9.40,2048.60,9.83,8.05,0.95,7.45,102430.19,48.52,237687,9.58,61.87,80.16,11.17,Sports,172.97
The Legend of Zelda: Breath of the Wild,PS3,2024,Puzzle,Activision,Ubisoft,11/22/2013,4.85,4492.51,19.38,2.61,1.27,8.16,224625.66,52.76,158756,1.87,15.58,83.40,8.57,Platform,119.30
The Legend of Zelda: Breath of the Wild,SNES,2017,Sports,Nintendo,Nintendo,11/27/2016,2.69,527.76,18.45,8.09,3.95,0.80,26387.90,46.45,627569,9.03,26.59,61.53,9.84,Puzzle,-88.25
Grand Theft Auto V,Xbox One,2017,Platform,Electronic Arts,Treyarch,3/13/2018,5.64,536.02,16.84,1.50,3.64,5.41,26801.22,43.26,565011,7.65,5.25,88.17,14.90,Puzzle,1.57
FIFA 22,GameCube,2024,Strategy,Electronic Arts,Nintendo,5/25/2020,2.20,2776.28,16.07,4.69,0.31,5.30,138814.03,44.48,575312,6.71,96.24,79.68,12.30,Action,417.94
Call of Duty: Modern Warfare 2,Xbox One,2012,RPG,Square Enix,Naughty Dog,4/26/2013,5.93,54.21,13.13,9.90,4.09,2.10,2710.42,43.13,377563,4.40,59.20,83.47,5.97,RPG,-98.05
Call of Duty: Modern Warfare 2,Xbox One,2010,Sports,Activision,EA Sports,11/4/2014,4.85,37.60,8.34,8.50,2.71,3.46,1880.04,41.37,601178,7.01,38.99,85.08,6.40,RPG,-30.64
Fortnite,Xbox 360,2020,Action,Sony,Ubisoft,10/2/2025,3.61,858.78,6.44,0.57,2.91,7.93,42938.96,50.69,498937,6.63,79.08,60.15,8.49,Adventure,2183.94
Animal Crossing: New Horizons,NES,2019,Puzzle,Square Enix,Ubisoft,7/3/2023,9.66,764.77,1.23,1.17,0.61,0.49,38238.56,52.67,394313,8.34,68.92,89.98,5.34,Platform,-10.95
Grand Theft Auto V,Xbox 360,2012,RPG,Microsoft,Nintendo,2/17/2022,7.06,93.73,19.53,4.18,4.37,9.59,4686.43,41.87,991043,5.08,50.94,65.23,7.19,Action,-87.74
Grand Theft Auto V,SNES,2012,Puzzle,Microsoft,Naughty Dog,6/14/2010,4.64,96.93,13.10,5.65,3.86,2.65,4846.31,48.61,718516,7.87,44.95,89.95,11.53,Adventure,3.41
Minecraft,PC,2015,RPG,Sony,Naughty Dog,11/10/2012,1.83,106.32,1.66,6.25,2.26,2.79,5315.80,58.32,150036,6.02,79.52,71.50,6.06,Strategy,9.69
Minecraft,Xbox One,2012,Shooter,Ubisoft,Nintendo,11/15/2015,6.24,25.92,5.08,2.46,4.10,3.15,1296.11,53.39,381460,9.82,64.92,66.95,11.40,Sports,-75.62
Red Dead Redemption 2,Wii,2013,Shooter,Microsoft,Nintendo,7/3/2014,8.83,122.40,14.63,6.24,4.71,4.78,6120.19,40.86,799736,9.51,54.27,69.52,11.44,Adventure,372.20
The Legend of Zelda: Breath of the Wild,PS4,2020,Shooter,Microsoft,EA Sports,4/12/2021,4.07,1436.86,16.39,7.72,3.39,0.51,71843.15,49.37,423295,3.90,70.08,73.15,9.55,Sports,1073.87
Super Mario Odyssey,SNES,2021,Puzzle,Sony,Valve,11/16/2020,4.57,589.86,5.58,5.92,4.70,1.98,29492.98,52.24,712600,7.91,39.64,75.19,11.80,Sports,-58.95
Red Dead Redemption 2,GameCube,2016,Platform,Microsoft,Valve,4/7/2023,7.60,111.56,6.80,7.21,3.84,8.11,5577.96,45.08,776527,2.21,67.98,76.50,8.19,Platform,-81.09
Red Dead Redemption 2,Xbox One,2022,Shooter,Sony,Rockstar Games,4/5/2025,2.78,2101.85,15.22,5.67,0.71,5.83,105092.48,42.01,980451,0.25,41.51,60.46,14.14,Sports,1784.07
Animal Crossing: New Horizons,GameCube,2022,Puzzle,Electronic Arts,Rockstar Games,6/28/2025,9.66,1590.45,8.39,9.23,3.25,5.22,79522.59,59.65,319634,7.32,67.87,80.89,13.31,Platform,-24.33
Minecraft,SNES,2012,Strategy,Sony,Naughty Dog,2/18/2010,4.27,65.83,2.09,4.27,1.18,3.92,3291.66,44.28,616714,7.97,19.36,82.57,13.49,RPG,-95.86
Minecraft,PS3,2021,Platform,Microsoft,Treyarch,1/8/2022,6.01,1690.79,1.64,6.33,4.31,2.88,84539.42,53.42,868681,1.45,94.48,60.08,14.33,Strategy,2468.29
FIFA 22,GameCube,2019,Racing,Activision,Treyarch,5/9/2021,1.82,1039.50,2.88,5.93,5.00,9.01,51974.90,46.96,525552,7.79,67.26,86.45,9.28,Puzzle,-38.52
